date	weekday	league	home_away	half	overtime	goals
2014/3/22	周五002	德乙	柏林联合(-1)VS帕德博恩	0:0	1:1	2
2014/3/18	周一004	德乙	凯泽(-1)VS科隆	0:0	0:0	0
2014/3/16	周日018	德乙	桑德豪森(-1)VS比勒费	1:0	1:0	1
2014/3/16	周日017	德乙	菲尔特(-1)VS柏林联合	0:1	1:1	2
2014/3/16	周日016	德乙	杜塞多夫(-1)VS圣保利	0:1	0:2	2
2014/3/15	周六015	德乙	奥厄(-1)VS慕1860	0:1	2:2	4
2014/3/15	周六014	德乙	科特布斯(-1)VS卡斯鲁厄	0:0	1:0	1
2014/3/15	周五004	德乙	亚伦(-1)VS波鸿	0:1	0:2	2
2014/3/15	周五003	德乙	帕德博恩(-1)VS德累斯顿	2:0	2:1	3
2014/3/15	周五002	德乙	因戈施塔(-1)VSFSV法兰	0:1	0:1	1
2014/3/11	周一003	德乙	波鸿(+1)VS菲尔特	0:1	0:2	2
2014/3/9	周日021	德乙	卡斯鲁厄(-1)VS帕德博恩	1:0	4:0	4
2014/3/9	周日020	德乙	FSV法兰(-1)VS圣保利	1:0	1:0	1
2014/3/9	周日019	德乙	德累斯顿(-1)VS杜塞多夫	0:0	1:1	2
2014/3/8	周六013	德乙	比勒费(-1)VS奥厄	1:0	1:0	1
2014/3/8	周六012	德乙	柏林联合(-1)VS因戈施塔	0:1	1:1	2
2014/3/8	周五017	德乙	科隆(-1)VS科特布斯	0:0	2:1	3
2014/3/8	周五003	德乙	慕1860(-1)VS亚伦	3:0	4:0	4
2014/3/8	周五002	德乙	凯泽(-1)VS桑德豪森	0:1	2:1	3
2014/3/4	周一002	德乙	圣保利(-1)VS柏林联合	0:0	2:1	3
2014/3/2	周日020	德乙	亚伦(-1)VS卡斯鲁厄	0:0	1:0	1
2014/3/2	周日019	德乙	菲尔特(-1)VSFSV法兰	1:2	3:2	5
2014/3/2	周日018	德乙	因戈施塔(-1)VS德累斯顿	1:1	1:1	2
2014/3/1	周六011	德乙	桑德豪森(-1)VS慕1860	0:0	0:0	0
2014/3/1	周六010	德乙	奥厄(+1)VS科隆	1:0	2:2	4
2014/3/1	周五004	德乙	帕德博恩(-1)VS波鸿	0:1	4:1	5
2014/3/1	周五003	德乙	杜塞多夫(-1)VS比勒费	1:0	2:0	2
2014/3/1	周五002	德乙	科特布斯(+1)VS凯泽	1:0	1:0	1
2014/2/25	周一004	德乙	科隆(-1)VS菲尔特	1:0	1:1	2
2014/2/23	周日007	德乙	波鸿(-1)VS杜塞多夫	0:0	0:0	0
2014/2/23	周日006	德乙	德累斯顿(-1)VS圣保利	1:1	1:2	3
2014/2/23	周日005	德乙	凯泽(-1)VS亚伦	0:1	1:2	3
2014/2/22	周六006	德乙	慕1860(-1)VS帕德博恩	0:2	2:2	4
2014/2/22	周六005	德乙	卡斯鲁厄(-1)VS桑德豪森	0:0	2:1	3
2014/2/22	周五004	德乙	科特布斯(-1)VS奥厄	0:3	2:3	5
2014/2/22	周五003	德乙	比勒费(-1)VS因戈施塔	0:0	0:2	2
2014/2/22	周五002	德乙	柏林联合(-1)VSFSV法兰	1:0	2:0	2
2014/2/18	周一001	德乙	奥厄(+1)VS凯泽	1:0	1:0	1
2014/2/16	周日008	德乙	亚伦(-1)VS科特布斯	1:1	2:2	4
2014/2/16	周日007	德乙	桑德豪森(+1)VS科隆	0:0	0:1	1
2014/2/16	周日006	德乙	帕德博恩(-1)VS比勒费	1:0	4:0	4
2014/2/15	周六005	德乙	FSV法兰(-1)VS德累斯顿	0:1	3:2	5
2014/2/15	周六004	德乙	圣保利(-1)VS波鸿	0:1	0:1	1
2014/2/15	周五004	德乙	菲尔特(-1)VS卡斯鲁厄	0:1	1:1	2
2014/2/15	周五003	德乙	杜塞多夫(-1)VS柏林联合	1:0	1:1	2
2014/2/15	周五002	德乙	因戈施塔(-1)VS慕1860	1:0	2:0	2
2014/2/11	周一004	德乙	慕1860(-1)VS杜塞多夫	0:0	1:1	2
2014/2/9	周日010	德乙	卡斯鲁厄(-1)VS因戈施塔	1:1	1:1	2
2014/2/9	周日009	德乙	比勒费(+1)VS圣保利	0:1	2:2	4
2014/2/9	周日008	德乙	科隆(-1)VS帕德博恩	0:0	0:1	1
2014/2/8	周六005	德乙	柏林联合(-1)VS德累斯顿	0:0	0:0	0
2014/2/8	周六004	德乙	凯泽(-1)VS菲尔特	1:0	2:1	3
2014/2/8	周五004	德乙	亚伦(-1)VS奥厄	1:1	2:2	4
2014/2/8	周五003	德乙	波鸿(-1)VSFSV法兰	0:0	1:2	3
2014/2/8	周五002	德乙	科特布斯(-1)VS桑德豪森	0:0	0:1	1
2013/12/24	周一002	德乙	因戈施塔(+1)VS凯泽	1:1	1:2	3
2013/12/22	周日012	德乙	菲尔特(-1)VS亚伦	0:0	1:0	1
2013/12/22	周日011	德乙	帕德博恩(-1)VS科特布斯	0:0	1:0	1
2013/12/22	周日010	德乙	杜塞多夫(+1)VS科隆	0:2	2:3	5
2013/12/21	周六003	德乙	FSV法兰(-1)VS慕1860	1:1	2:2	4
2013/12/21	周六002	德乙	柏林联合(-1)VS比勒费	3:1	4:2	6
2013/12/21	周五004	德乙	桑德豪森(-1)VS奥厄	1:0	1:0	1
2013/12/21	周五003	德乙	圣保利(-1)VS卡斯鲁厄	0:0	0:2	2
2013/12/21	周五002	德乙	德累斯顿(-1)VS波鸿	0:0	0:0	0
2013/12/17	周一004	德乙	慕1860(-1)VS圣保利	0:1	0:2	2
2013/12/15	周日006	德乙	卡斯鲁厄(-1)VSFSV法兰	3:0	3:3	6
2013/12/15	周日005	德乙	奥厄(-1)VS因戈施塔	0:0	0:0	0
2013/12/15	周日004	德乙	比勒费(+1)VS菲尔特	1:1	4:1	5
2013/12/14	周六005	德乙	波鸿(-1)VS柏林联合	0:2	0:4	4
2013/12/14	周六004	德乙	科特布斯(-1)VS杜塞多夫	1:1	1:3	4
2013/12/14	周五004	德乙	亚伦(-1)VS桑德豪森	0:0	0:0	0
2013/12/14	周五003	德乙	科隆(-1)VS德累斯顿	2:0	3:1	4
2013/12/14	周五002	德乙	凯泽(-1)VS帕德博恩	0:0	0:1	1
2013/12/10	周一002	德乙	凯泽(-1)VS杜塞多夫	0:1	0:1	1
2013/12/8	周日010	德乙	亚伦(-1)VS帕德博恩	2:2	2:4	6
2013/12/8	周日009	德乙	桑德豪森(+1)VS菲尔特	1:1	1:3	4
2013/12/8	周日008	德乙	科特布斯(-1)VS因戈施塔	1:1	1:2	3
2013/12/7	周六013	德乙	慕1860(-1)VS柏林联合	0:0	2:1	3
2013/12/7	周六012	德乙	科隆(-1)VSFSV法兰	0:0	2:0	2
2013/12/7	周五008	德乙	卡斯鲁厄(-1)VS波鸿	0:0	0:0	0
2013/12/7	周五007	德乙	奥厄(+1)VS圣保利	0:2	0:2	2
2013/12/7	周五006	德乙	比勒费(-1)VS德累斯顿	0:0	1:1	2
2013/12/3	周一004	德乙	FSV法兰(-1)VS比勒费	1:2	1:2	3
2013/12/1	周日012	德乙	波鸿(-1)VS慕1860	1:1	1:2	3
2013/12/1	周日011	德乙	菲尔特(-1)VS科特布斯	1:0	1:0	1
2013/12/1	周日010	德乙	帕德博恩(-1)VS奥厄	1:0	1:1	2
2013/11/30	周六013	德乙	因戈施塔(-1)VS桑德豪森	0:2	0:2	2
2013/11/30	周六012	德乙	德累斯顿(+1)VS凯泽	1:1	3:2	5
2013/11/30	周五004	德乙	杜塞多夫(-1)VS卡斯鲁厄	0:1	0:2	2
2013/11/30	周五003	德乙	圣保利(+1)VS科隆	0:2	0:3	3
2013/11/30	周五002	德乙	柏林联合(-1)VS亚伦	0:0	1:3	4
2013/11/26	周一001	德乙	慕1860(+1)VS菲尔特	0:0	1:0	1
2013/11/24	周日019	德乙	亚伦(-1)VS圣保利	0:1	0:1	1
2013/11/24	周日018	德乙	卡斯鲁厄(-1)VS德累斯顿	2:0	3:0	3
2013/11/24	周日017	德乙	奥厄(+1)VS杜塞多夫	2:0	3:0	3
2013/11/23	周六014	德乙	科隆(-1)VS因戈施塔	0:0	0:1	1
2013/11/23	周六013	德乙	凯泽(-1)VS柏林联合	0:0	3:0	3
2013/11/23	周五004	德乙	桑德豪森(-1)VS帕德博恩	1:1	3:2	5
2013/11/23	周五003	德乙	科特布斯(-1)VSFSV法兰	0:1	1:4	5
2013/11/23	周五002	德乙	比勒费(+1)VS波鸿	0:1	0:2	2
2013/11/12	周一003	德乙	圣保利(-1)VS科特布斯	1:0	3:0	3
2013/11/10	周日028	德乙	波鸿(+1)VS科隆	0:0	1:0	1
2013/11/10	周日027	德乙	杜塞多夫(-1)VS桑德豪森	0:0	1:0	1
2013/11/10	周日026	德乙	德累斯顿(-1)VS奥厄	0:0	1:1	2
2013/11/9	周六006	德乙	比勒费(-1)VS慕1860	0:0	0:1	1
2013/11/9	周六005	德乙	柏林联合(-1)VS卡斯鲁厄	0:0	0:0	0
2013/11/9	周五004	德乙	菲尔特(-1)VS帕德博恩	2:0	3:0	3
2013/11/9	周五003	德乙	FSV法兰(+1)VS凯泽	0:3	0:4	4
2013/11/9	周五002	德乙	因戈施塔(-1)VS亚伦	1:0	2:0	2
2013/11/5	周一003	德乙	科隆(-1)VS柏林联合	2:0	4:0	4
2013/11/3	周日018	德乙	慕1860(-1)VS德累斯顿	1:2	1:3	4
2013/11/3	周日017	德乙	桑德豪森(-1)VSFSV法兰	1:0	2:0	2
2013/11/3	周日016	德乙	卡斯鲁厄(-1)VS比勒费	0:0	3:1	4
2013/11/2	周六005	德乙	奥厄(+1)VS菲尔特	1:3	2:6	8
2013/11/2	周六004	德乙	凯泽(-1)VS圣保利	1:1	4:1	5
2013/11/2	周五004	德乙	亚伦(-1)VS杜塞多夫	1:0	1:0	1
2013/11/2	周五003	德乙	帕德博恩(-1)VS因戈施塔	0:1	1:1	2
2013/11/2	周五002	德乙	科特布斯(-1)VS波鸿	0:1	0:1	1
2013/10/29	周一006	德乙	波鸿(+1)VS凯泽	0:0	0:0	0
2013/10/27	周日027	德乙	卡斯鲁厄(-1)VS慕1860	2:0	2:1	3
2013/10/27	周日026	德乙	德累斯顿(-1)VS科特布斯	0:0	1:0	1
2013/10/27	周日025	德乙	柏林联合(-1)VS奥厄	0:0	1:0	1
2013/10/26	周六006	德乙	FSV法兰(-1)VS亚伦	0:0	0:0	0
2013/10/26	周六005	德乙	杜塞多夫(-1)VS帕德博恩	1:2	1:6	7
2013/10/26	周五004	德乙	菲尔特(-1)VS因戈施塔	0:1	0:1	1
2013/10/26	周五003	德乙	圣保利(-1)VS桑德豪森	0:0	0:0	0
2013/10/26	周五002	德乙	比勒费(+1)VS科隆	0:0	0:1	1
2013/10/22	周一006	德乙	科隆(-1)VS慕1860	0:0	0:0	0
2013/10/20	周日020	德乙	菲尔特(-1)VS圣保利	1:1	2:4	6
2013/10/20	周日019	德乙	因戈施塔(+1)VS杜塞多夫	0:0	1:2	3
2013/10/20	周日018	德乙	凯泽(-1)VS卡斯鲁厄	1:1	2:2	4
2013/10/19	周六013	德乙	桑德豪森(-1)VS德累斯顿	0:0	0:0	0
2013/10/19	周六012	德乙	奥厄(+1)VS波鸿	0:1	2:1	3
2013/10/19	周五004	德乙	亚伦(-1)VS比勒费	0:0	3:0	3
2013/10/19	周五003	德乙	帕德博恩(-1)VSFSV法兰	1:1	4:2	6
2013/10/19	周五002	德乙	科特布斯(-1)VS柏林联合	0:0	0:0	0
2013/10/8	周一002	德乙	杜塞多夫(-1)VS菲尔特	0:1	2:1	3
2013/10/6	周日018	德乙	波鸿(-1)VS因戈施塔	0:0	0:1	1
2013/10/6	周日017	德乙	慕1860(-1)VS科特布斯	0:0	0:0	0
2013/10/6	周日016	德乙	FSV法兰(-1)VS奥厄	3:0	3:1	4
2013/10/5	周六010	德乙	卡斯鲁厄(+1)VS科隆	0:0	1:2	3
2013/10/5	周六009	德乙	德累斯顿(-1)VS亚伦	2:0	2:0	2
2013/10/5	周五003	德乙	圣保利(-1)VS帕德博恩	0:0	1:2	3
2013/10/5	周五002	德乙	比勒费(+1)VS凯泽	0:2	0:3	3
2013/10/5	周五001	德乙	柏林联合(-1)VS桑德豪森	1:0	3:0	3
2013/10/1	周一007	德乙	菲尔特(-1)VS德累斯顿	1:0	4:0	4
2013/9/29	周日016	德乙	桑德豪森(+1)VS波鸿	0:0	1:0	1
2013/9/29	周日015	德乙	因戈施塔(+1)VS圣保利	0:1	1:2	3
2013/9/29	周日014	德乙	凯泽(-1)VS慕1860	0:0	3:0	3
2013/9/28	周六011	德乙	帕德博恩(-1)VS柏林联合	0:1	0:3	3
2013/9/28	周六010	德乙	杜塞多夫(-1)VSFSV法兰	0:0	0:0	0
2013/9/28	周五003	德乙	亚伦(+1)VS科隆	0:1	0:1	1
2013/9/28	周五002	德乙	奥厄(+1)VS卡斯鲁厄	2:0	3:0	3
2013/9/28	周五001	德乙	科特布斯(-1)VS比勒费	2:0	4:2	6
2013/9/24	周一004	德乙	圣保利(-1)VS杜塞多夫	0:0	1:1	2
2013/9/22	周日015	德乙	德累斯顿(-1)VS帕德博恩	0:0	2:2	4
2013/9/22	周日014	德乙	FSV法兰(-1)VS因戈施塔	2:0	4:1	5
2013/9/21	周六011	德乙	波鸿(-1)VS亚伦	1:1	1:2	3
2013/9/21	周六010	德乙	慕1860(-1)VS奥厄	2:0	3:1	4
2013/9/21	周六009	德乙	比勒费(-1)VS桑德豪森	0:0	2:1	3
2013/9/21	周五003	德乙	卡斯鲁厄(-1)VS科特布斯	2:0	2:0	2
2013/9/21	周五002	德乙	柏林联合(-1)VS菲尔特	1:0	2:4	6
2013/9/21	周五001	德乙	科隆(-1)VS凯泽	0:0	0:0	0
2013/9/17	周一006	德乙	科特布斯(-1)VS科隆	0:3	0:4	4
2013/9/15	周日016	德乙	菲尔特(-1)VS波鸿	0:2	0:2	2
2013/9/15	周日015	德乙	杜塞多夫(-1)VS德累斯顿	1:0	1:1	2
2013/9/15	周日014	德乙	因戈施塔(-1)VS柏林联合	0:0	0:1	1
2013/9/14	周六010	德乙	桑德豪森(+1)VS凯泽	0:0	1:0	1
2013/9/14	周六009	德乙	圣保利(-1)VSFSV法兰	1:0	2:1	3
2013/9/14	周五004	德乙	亚伦(-1)VS慕1860	0:0	0:0	0
2013/9/14	周五003	德乙	帕德博恩(-1)VS卡斯鲁厄	0:0	1:0	1
2013/9/14	周五002	德乙	奥厄(-1)VS比勒费	0:0	0:2	2
2013/9/3	周一011	德乙	凯泽(-1)VS科特布斯	1:2	2:2	4
2013/9/1	周日016	德乙	卡斯鲁厄(-1)VS亚伦	1:1	1:1	2
2013/9/1	周日015	德乙	德累斯顿(-1)VS因戈施塔	1:1	1:1	2
2013/9/1	周日014	德乙	科隆(-1)VS奥厄	3:1	4:1	5
2013/8/31	周六011	德乙	波鸿(-1)VS帕德博恩	0:2	4:2	6
2013/8/31	周六010	德乙	柏林联合(-1)VS圣保利	1:2	3:2	5
2013/8/31	周五003	德乙	慕1860(-1)VS桑德豪森	0:2	0:2	2
2013/8/31	周五002	德乙	FSV法兰(+1)VS菲尔特	1:0	1:1	2
2013/8/31	周五001	德乙	比勒费(+1)VS杜塞多夫	1:2	4:2	6
2013/8/27	周一007	德乙	圣保利(-1)VS德累斯顿	0:0	2:1	3
2013/8/25	周日015	德乙	帕德博恩(+1)VS慕1860	0:0	1:0	1
2013/8/25	周日014	德乙	FSV法兰(-1)VS柏林联合	1:0	1:1	2
2013/8/25	周日013	德乙	杜塞多夫(-1)VS波鸿	1:0	1:0	1
2013/8/24	周六011	德乙	亚伦(+1)VS凯泽	1:0	4:0	4
2013/8/24	周六010	德乙	菲尔特(-1)VS科隆	0:0	0:0	0
2013/8/24	周五003	德乙	桑德豪森(+1)VS卡斯鲁厄	0:0	1:1	2
2013/8/24	周五002	德乙	因戈施塔(-1)VS比勒费	1:1	3:2	5
2013/8/24	周五001	德乙	奥厄(+1)VS科特布斯	0:1	2:1	3
2013/8/20	周一006	德乙	柏林联合(-1)VS杜塞多夫	1:0	2:1	3
2013/8/18	周日015	德乙	慕1860(-1)VS因戈施塔	0:0	1:0	1
2013/8/18	周日014	德乙	科特布斯(-1)VS亚伦	3:1	5:1	6
2013/8/18	周日013	德乙	德累斯顿(-1)VSFSV法兰	0:1	0:3	3
2013/8/17	周六011	德乙	科隆(-1)VS桑德豪森	0:0	2:0	2
2013/8/17	周六010	德乙	凯泽(-1)VS奥厄	1:0	2:1	3
2013/8/17	周五017	德乙	波鸿(-1)VS圣保利	1:2	2:2	4
2013/8/17	周五002	德乙	卡斯鲁厄(+1)VS菲尔特	1:0	1:2	3
2013/8/17	周五001	德乙	比勒费(-1)VS帕德博恩	0:1	3:3	6
2013/8/13	周一003	德乙	菲尔特(-1)VS凯泽	1:1	2:1	3
2013/8/11	周日015	德乙	桑德豪森(+1)VS科特布斯	2:1	2:2	4
2013/8/11	周日014	德乙	圣保利(-1)VS比勒费	0:0	0:1	1
2013/8/11	周日013	德乙	奥厄(-1)VS亚伦	0:1	0:1	1
2013/8/10	周六011	德乙	帕德博恩(+1)VS科隆	1:0	1:1	2
2013/8/10	周六010	德乙	因戈施塔(-1)VS卡斯鲁厄	0:0	0:2	2
2013/8/10	周五003	德乙	FSV法兰(-1)VS波鸿	1:0	1:0	1
2013/8/10	周五002	德乙	杜塞多夫(-1)VS慕1860	1:1	1:2	3
2013/8/10	周五001	德乙	德累斯顿(-1)VS柏林联合	0:3	1:3	4
2013/7/30	周一004	德乙	波鸿(-1)VS德累斯顿	1:0	1:1	2
2013/7/28	周日006	德乙	科隆(-1)VS杜塞多夫	0:1	1:1	2
2013/7/28	周日005	德乙	慕1860(-1)VSFSV法兰	0:0	2:1	3
2013/7/28	周日004	德乙	科特布斯(-1)VS帕德博恩	4:0	4:0	4
2013/7/27	周六017	德乙	卡斯鲁厄(-1)VS圣保利	0:0	0:0	0
2013/7/27	周六015	德乙	奥厄(-1)VS桑德豪森	0:0	1:0	1
2013/7/27	周五005	德乙	凯泽(-1)VS因戈施塔	1:0	3:1	4
2013/7/27	周五004	德乙	亚伦(+1)VS菲尔特	0:1	0:2	2
2013/7/27	周五003	德乙	比勒费(+1)VS柏林联合	0:1	1:1	2
2013/7/23	周一003	德乙	杜塞多夫(-1)VS科特布斯	0:0	1:0	1
2013/7/21	周日005	德乙	柏林联合(-1)VS波鸿	0:0	1:2	3
2013/7/21	周日003	德乙	菲尔特(-1)VS比勒费	2:0	2:0	2
2013/7/21	周日002	德乙	FSV法兰(-1)VS卡斯鲁厄	0:0	0:1	1
2013/7/20	周六017	德乙	德累斯顿(+1)VS科隆	0:0	1:1	2
2013/7/20	周六015	德乙	帕德博恩(+1)VS凯泽	0:0	0:1	1
2013/7/20	周五003	德乙	圣保利(-1)VS慕1860	0:0	1:0	1
2013/7/20	周五002	德乙	桑德豪森(+1)VS亚伦	0:0	0:0	0
2013/7/20	周五001	德乙	因戈施塔(-1)VS奥厄	0:1	1:2	3
2013/5/29	周二002	德乙	德累斯顿VS奥斯纳	1:0	2:0	2
2013/5/25	周五002	德乙	奥斯纳VS德累斯顿	1:0	1:0	1
2013/5/19	周日023	德乙	波鸿VS柏林联合	0:0	1:2	3
2013/5/19	周日022	德乙	慕1860VS亚伦	1:0	3:0	3
2013/5/19	周日021	德乙	桑德豪森VS奥厄	0:0	0:1	1
2013/5/19	周日020	德乙	杜伊斯堡VS帕德博恩	1:1	3:2	5
2013/5/19	周日019	德乙	柏林赫塔VS科特布斯	0:1	1:1	2
2013/5/19	周日018	德乙	因戈施塔VS科隆	0:0	0:3	3
2013/5/19	周日017	德乙	不伦瑞克VSFSV法兰	1:1	2:2	4
2013/5/19	周日016	德乙	德累斯顿VS雷根斯堡	0:0	3:1	4
2013/5/19	周日015	德乙	凯泽VS圣保利	0:2	1:2	3
2013/5/12	周日023	德乙	亚伦VS德累斯顿	1:0	3:0	3
2013/5/12	周日022	德乙	雷根斯堡VS凯泽	1:2	1:3	4
2013/5/12	周日021	德乙	帕德博恩VS慕1860	1:0	2:0	2
2013/5/12	周日020	德乙	FSV法兰VS波鸿	1:0	2:1	3
2013/5/12	周日019	德乙	圣保利VS不伦瑞克	2:0	5:1	6
2013/5/12	周日018	德乙	奥厄VS因戈施塔	0:0	0:1	1
2013/5/12	周日017	德乙	科特布斯VS桑德豪森	2:0	3:0	3
2013/5/12	周日016	德乙	柏林联合VS杜伊斯堡	0:0	2:1	3
2013/5/12	周日015	德乙	科隆VS柏林赫塔	0:1	1:2	3
2013/5/7	周一027	德乙	不伦瑞克VS科特布斯	0:0	0:0	0
2013/5/5	周日016	德乙	慕1860VS柏林联合	2:0	3:0	3
2013/5/5	周日015	德乙	杜伊斯堡VS圣保利	0:0	0:0	0
2013/5/5	周日014	德乙	凯泽VSFSV法兰	4:0	4:1	5
2013/5/4	周六002	德乙	波鸿VS科隆	0:1	2:1	3
2013/5/4	周六001	德乙	桑德豪森VS因戈施塔	1:1	3:1	4
2013/5/4	周五021	德乙	亚伦VS雷根斯堡	1:1	2:1	3
2013/5/4	周五020	德乙	柏林赫塔VS奥厄	3:0	3:2	5
2013/5/4	周五019	德乙	德累斯顿VS帕德博恩	1:1	2:1	3
2013/4/30	周一002	德乙	科特布斯VS凯泽	1:0	4:2	6
2013/4/28	周日016	德乙	帕德博恩VS亚伦	2:0	2:2	4
2013/4/28	周日015	德乙	圣保利VS柏林赫塔	0:1	2:3	5
2013/4/28	周日014	德乙	科隆VS慕1860	1:0	1:1	2
2013/4/27	周六009	德乙	FSV法兰VS德累斯顿	0:0	3:1	4
2013/4/27	周六008	德乙	奥厄VS杜伊斯堡	0:0	0:0	0
2013/4/27	周五004	德乙	桑德豪森VS波鸿	0:1	0:1	1
2013/4/27	周五003	德乙	因戈施塔VS不伦瑞克	0:0	0:1	1
2013/4/27	周五002	德乙	柏林联合VS雷根斯堡	0:0	1:0	1
2013/4/23	周一006	德乙	杜伊斯堡VS科隆	0:1	1:1	2
2013/4/21	周日018	德乙	柏林赫塔VS桑德豪森	0:0	1:0	1
2013/4/21	周日017	德乙	不伦瑞克VS奥厄	1:0	1:1	2
2013/4/21	周日016	德乙	德累斯顿VS科特布斯	0:0	1:0	1
2013/4/20	周六011	德乙	慕1860VSFSV法兰	0:2	1:2	3
2013/4/20	周六010	德乙	凯泽VS帕德博恩	1:0	3:0	3
2013/4/20	周五003	德乙	亚伦VS柏林联合	2:0	3:0	3
2013/4/20	周五002	德乙	波鸿VS圣保利	2:0	3:0	3
2013/4/20	周五001	德乙	雷根斯堡VS因戈施塔	1:2	1:2	3
2013/4/16	周一004	德乙	奥厄VS凯泽	0:1	1:1	2
2013/4/14	周日021	德乙	帕德博恩VS雷根斯堡	0:0	0:0	0
2013/4/14	周日020	德乙	科特布斯VS波鸿	0:0	0:2	2
2013/4/14	周日019	德乙	科隆VS亚伦	0:0	1:0	1
2013/4/13	周六009	德乙	FSV法兰VS杜伊斯堡	1:1	1:1	2
2013/4/13	周六008	德乙	圣保利VS慕1860	1:0	3:1	4
2013/4/13	周五004	德乙	桑德豪森VS不伦瑞克	0:2	1:3	4
2013/4/13	周五003	德乙	因戈施塔VS柏林赫塔	1:0	1:1	2
2013/4/13	周五002	德乙	柏林联合VS德累斯顿	0:0	0:0	0
2013/4/9	周一005	德乙	柏林赫塔VS不伦瑞克	1:0	3:0	3
2013/4/7	周日018	德乙	慕1860VS科特布斯	0:0	1:1	2
2013/4/7	周日017	德乙	帕德博恩VS柏林联合	0:1	1:1	2
2013/4/7	周日016	德乙	杜伊斯堡VS桑德豪森	1:1	2:1	3
2013/4/6	周六011	德乙	雷根斯堡VSFSV法兰	0:0	1:4	5
2013/4/6	周六010	德乙	德累斯顿VS圣保利	0:0	3:2	5
2013/4/6	周五004	德乙	亚伦VS因戈施塔	1:1	2:1	3
2013/4/6	周五003	德乙	波鸿VS奥厄	0:3	0:3	3
2013/4/6	周五002	德乙	凯泽VS科隆	1:0	3:0	3
2013/4/2	周一041	德乙	圣保利VS帕德博恩	0:0	2:2	4
2013/3/31	周日017	德乙	桑德豪森VS凯泽	0:1	1:1	2
2013/3/31	周日016	德乙	FSV法兰VS柏林联合	2:0	3:0	3
2013/3/31	周日015	德乙	科隆VS雷根斯堡	1:0	2:1	3
2013/3/30	周六013	德乙	柏林赫塔VS波鸿	1:0	2:0	2
2013/3/30	周六012	德乙	因戈施塔VS杜伊斯堡	0:1	0:1	1
2013/3/29	周四004	德乙	不伦瑞克VS德累斯顿	1:1	2:1	3
2013/3/29	周四003	德乙	奥厄VS慕1860	0:1	0:1	1
2013/3/29	周四002	德乙	科特布斯VS亚伦	0:0	1:1	2
2013/3/19	周一003	德乙	德累斯顿VS科隆	0:0	0:2	2
2013/3/17	周日023	德乙	亚伦VS桑德豪森	1:0	2:2	4
2013/3/17	周日022	德乙	雷根斯堡VS奥厄	1:1	1:1	2
2013/3/17	周日021	德乙	凯泽VS因戈施塔	1:0	3:0	3
2013/3/16	周六012	德乙	波鸿VS不伦瑞克	0:0	0:1	1
2013/3/16	周六011	德乙	慕1860VS柏林赫塔	0:0	0:0	0
2013/3/16	周五004	德乙	帕德博恩VSFSV法兰	1:0	3:0	3
2013/3/16	周五003	德乙	杜伊斯堡VS科特布斯	1:0	2:1	3
2013/3/16	周五002	德乙	柏林联合VS圣保利	2:1	4:2	6
2013/3/12	周一004	德乙	不伦瑞克VS凯泽	0:1	1:1	2
2013/3/10	周日018	德乙	柏林赫塔VS杜伊斯堡	2:0	4:2	6
2013/3/10	周日017	德乙	因戈施塔VS波鸿	0:0	2:1	3
2013/3/10	周日016	德乙	奥厄VS德累斯顿	1:0	1:0	1
2013/3/9	周六013	德乙	科特布斯VS柏林联合	1:1	2:1	3
2013/3/9	周六012	德乙	科隆VS帕德博恩	1:0	3:0	3
2013/3/9	周五004	德乙	桑德豪森VS慕1860	0:0	0:1	1
2013/3/9	周五003	德乙	FSV法兰VS亚伦	3:0	6:1	7
2013/3/9	周五002	德乙	圣保利VS雷根斯堡	1:1	3:2	5
2013/3/5	周一005	德乙	杜伊斯堡VS不伦瑞克	0:0	1:0	1
2013/3/3	周日021	德乙	亚伦VS圣保利	0:0	0:1	1
2013/3/3	周日020	德乙	慕1860VS因戈施塔	1:0	1:1	2
2013/3/3	周日019	德乙	FSV法兰VS科隆	0:0	1:1	2
2013/3/2	周六013	德乙	德累斯顿VS柏林赫塔	1:0	1:0	1
2013/3/2	周六012	德乙	凯泽VS波鸿	0:0	0:0	0
2013/3/2	周五003	德乙	雷根斯堡VS桑德豪森	1:2	1:3	4
2013/3/2	周五002	德乙	帕德博恩VS科特布斯	0:0	0:1	1
2013/3/2	周五001	德乙	柏林联合VS奥厄	2:0	3:0	3
2013/2/26	周一009	德乙	柏林赫塔VS凯泽	0:0	1:0	1
2013/2/24	周日008	德乙	桑德豪森VS帕德博恩	1:0	1:3	4
2013/2/24	周日007	德乙	科特布斯VS雷根斯堡	0:1	1:1	2
2013/2/24	周日006	德乙	不伦瑞克VS慕1860	0:0	1:2	3
2013/2/23	周六005	德乙	因戈施塔VS德累斯顿	1:0	1:1	2
2013/2/23	周六004	德乙	科隆VS柏林联合	1:0	2:0	2
2013/2/23	周五004	德乙	波鸿VS杜伊斯堡	0:1	2:2	4
2013/2/23	周五003	德乙	圣保利VSFSV法兰	1:0	3:0	3
2013/2/23	周五002	德乙	奥厄VS亚伦	1:0	1:1	2
2013/2/19	周一107	德乙	圣保利VS科隆	0:1	0:1	1
2013/2/17	周日107	德乙	杜伊斯堡VS凯泽	0:0	0:0	0
2013/2/17	周日106	德乙	FSV法兰VS科特布斯	1:0	1:0	1
2013/2/17	周日105	德乙	德累斯顿VS桑德豪森	1:0	3:1	4
