date	weekday	league	home_away	half	overtime	goals
2010/10/31	周日019	德乙	奥伯豪森VS奥格斯堡	0:2	0:3	3
2010/10/31	周日018	德乙	科特布斯VS波鸿	0:1	2:1	3
2010/10/31	周日017	德乙	亚琛VS奥斯纳	1:0	2:1	3
2010/10/30	周六015	德乙	卡斯鲁厄VS慕1860	0:1	2:4	6
2010/10/30	周六014	德乙	柏林赫塔VS因戈施塔	1:1	3:1	4
2010/10/30	周五004	德乙	菲尔特VS奥厄	1:1	1:2	3
2010/10/30	周五003	德乙	FSV法兰VS帕德博恩	0:0	2:0	2
2010/10/30	周五002	德乙	比勒费VS柏林联合	0:0	1:2	3
2010/10/26	周一006	德乙	奥厄VS奥伯豪森	0:0	2:0	2
2010/10/24	周日016	德乙	帕德博恩VS杜塞多夫	0:0	3:0	3
2010/10/24	周日015	德乙	杜伊斯堡VS卡斯鲁厄	1:0	3:0	3
2010/10/24	周日014	德乙	波鸿VS亚琛	1:0	1:1	2
2010/10/23	周六014	德乙	因戈施塔VSFSV法兰	0:0	0:1	1
2010/10/23	周六013	德乙	慕1860VS比勒费	0:0	0:0	0
2010/10/23	周五004	德乙	奥斯纳VS科特布斯	1:0	2:0	2
2010/10/23	周五003	德乙	柏林赫塔VS菲尔特	0:0	2:0	2
2010/10/23	周五002	德乙	奥格斯堡VS柏林联合	0:1	2:1	3
2010/10/19	周一004	德乙	比勒费VS杜伊斯堡	0:3	1:3	4
2010/10/17	周日017	德乙	奥伯豪森VS慕1860	0:0	0:0	0
2010/10/17	周日016	德乙	科特布斯VS帕德博恩	1:0	3:1	4
2010/10/17	周日015	德乙	亚琛VS因戈施塔	1:0	2:1	3
2010/10/16	周六016	德乙	卡斯鲁厄VS波鸿	0:2	0:2	2
2010/10/16	周六015	德乙	FSV法兰VS柏林赫塔	0:0	0:1	1
2010/10/16	周五005	德乙	柏林联合VS奥厄	1:1	1:1	2
2010/10/16	周五004	德乙	菲尔特VS奥斯纳	2:0	3:0	3
2010/10/16	周五003	德乙	杜塞多夫VS奥格斯堡	1:0	1:0	1
2010/10/5	周一003	德乙	柏林赫塔VS亚琛	0:0	0:0	0
2010/10/3	周日017	德乙	FSV法兰VS科特布斯	0:1	3:2	5
2010/10/3	周日016	德乙	奥厄VS奥格斯堡	2:1	3:2	5
2010/10/3	周日015	德乙	慕1860VS柏林联合	0:0	1:0	1
2010/10/2	周六015	德乙	奥斯纳VS杜塞多夫	1:3	2:3	5
2010/10/2	周六014	德乙	波鸿VS菲尔特	0:0	0:2	2
2010/10/2	周五004	德乙	帕德博恩VS比勒费	1:0	3:1	4
2010/10/2	周五003	德乙	因戈施塔VS卡斯鲁厄	0:0	1:1	2
2010/10/2	周五002	德乙	杜伊斯堡VS奥伯豪森	1:0	3:0	3
2010/9/28	周一005	德乙	杜塞多夫VS波鸿	0:1	0:1	1
2010/9/26	周日019	德乙	柏林联合VS杜伊斯堡	0:0	2:0	2
2010/9/26	周日018	德乙	奥伯豪森VS奥斯纳	0:0	1:0	1
2010/9/26	周日017	德乙	奥格斯堡VS慕1860	0:1	1:2	3
2010/9/25	周六017	德乙	菲尔特VS因戈施塔	0:0	1:0	1
2010/9/25	周六016	德乙	比勒费VS奥厄	0:0	0:1	1
2010/9/25	周五005	德乙	卡斯鲁厄VSFSV法兰	0:0	0:2	2
2010/9/25	周五004	德乙	科特布斯VS柏林赫塔	0:0	0:1	1
2010/9/25	周五003	德乙	亚琛VS帕德博恩	0:0	2:0	2
2010/9/22	周三010	德乙	奥斯纳VS柏林联合	2:1	4:1	5
2010/9/22	周三009	德乙	因戈施塔VS杜塞多夫	1:0	3:0	3
2010/9/22	周三008	德乙	杜伊斯堡VS奥格斯堡	0:0	1:0	1
2010/9/22	周三007	德乙	波鸿VS比勒费	2:1	3:1	4
2010/9/22	周三006	德乙	慕1860VS奥厄	0:0	0:0	0
2010/9/21	周二004	德乙	帕德博恩VS奥伯豪森	0:0	0:0	0
2010/9/21	周二003	德乙	柏林赫塔VS卡斯鲁厄	2:0	4:0	4
2010/9/21	周二002	德乙	FSV法兰VS亚琛	0:0	1:3	4
2010/9/21	周二001	德乙	科特布斯VS菲尔特	1:0	2:0	2
2010/9/19	周日018	德乙	杜塞多夫VS慕1860	1:0	1:2	3
2010/9/19	周日017	德乙	比勒费VS因戈施塔	0:0	1:0	1
2010/9/19	周日016	德乙	奥格斯堡VS奥斯纳	1:0	2:2	4
2010/9/19	周日015	德乙	奥厄VS杜伊斯堡	0:0	1:0	1
2010/9/18	周六019	德乙	奥伯豪森VS波鸿	1:1	3:1	4
2010/9/18	周六018	德乙	卡斯鲁厄VS帕德博恩	1:1	2:1	3
2010/9/18	周五004	德乙	柏林联合VS柏林赫塔	0:1	1:1	2
2010/9/18	周五003	德乙	菲尔特VSFSV法兰	1:0	1:0	1
2010/9/18	周五002	德乙	亚琛VS科特布斯	1:1	2:3	5
2010/9/14	周一004	德乙	科特布斯VS卡斯鲁厄	2:4	5:5	10
2010/9/12	周日018	德乙	柏林赫塔VS比勒费	2:0	3:1	4
2010/9/12	周日017	德乙	菲尔特VS亚琛	1:0	1:1	2
2010/9/12	周日016	德乙	波鸿VS奥格斯堡	0:2	0:2	2
2010/9/11	周六018	德乙	FSV法兰VS杜塞多夫	1:0	1:0	1
2010/9/11	周六017	德乙	杜伊斯堡VS慕1860	0:1	2:1	3
2010/9/11	周五005	德乙	帕德博恩VS柏林联合	0:0	2:0	2
2010/9/11	周五004	德乙	奥斯纳VS奥厄	0:0	3:2	5
2010/9/11	周五003	德乙	因戈施塔VS奥伯豪森	0:0	1:2	3
2010/8/31	周一003	德乙	杜塞多夫VS柏林赫塔	0:2	1:2	3
2010/8/29	周日018	德乙	卡斯鲁厄VS亚琛	3:0	3:0	3
2010/8/29	周日017	德乙	比勒费VS科特布斯	0:2	1:2	3
2010/8/29	周日016	德乙	慕1860VS奥斯纳	2:1	3:1	4
2010/8/28	周六018	德乙	柏林联合VS菲尔特	0:0	1:2	3
2010/8/28	周六017	德乙	杜伊斯堡VS因戈施塔	3:1	4:1	5
2010/8/28	周五004	德乙	奥伯豪森VSFSV法兰	0:0	1:0	1
2010/8/28	周五003	德乙	奥格斯堡VS帕德博恩	0:0	1:0	1
2010/8/28	周五002	德乙	奥厄VS波鸿	1:0	1:0	1
2010/8/24	周一005	德乙	波鸿VS慕1860	2:1	3:2	5
2010/8/22	周日018	德乙	奥斯纳VS杜伊斯堡	1:1	1:3	4
2010/8/22	周日017	德乙	菲尔特VS卡斯鲁厄	2:0	4:1	5
2010/8/22	周日016	德乙	科特布斯VS杜塞多夫	0:0	2:0	2
2010/8/21	周六018	德乙	帕德博恩VS奥厄	0:0	0:1	1
2010/8/21	周六017	德乙	因戈施塔VS奥格斯堡	1:2	1:4	5
2010/8/21	周五004	德乙	柏林赫塔VS奥伯豪森	1:1	3:2	5
2010/8/21	周五003	德乙	FSV法兰VS比勒费	2:0	2:1	3
2010/8/21	周五002	德乙	亚琛VS柏林联合	1:1	2:2	4
2010/5/18	周一003	德乙	罗斯托克VS因戈施塔	0:1	0:2	2
2010/5/15	周五001	德乙	因戈施塔VS罗斯托克	0:0	1:0	1
2010/5/9	周日037	德乙	圣保利(-1)VS帕德博恩	1:1	1:2	3
2010/5/9	周日036	德乙	卡斯鲁厄VS菲尔特	1:1	1:1	2
2010/5/9	周日035	德乙	凯泽(-1)VS奥格斯堡	0:0	1:1	2
2010/5/9	周日034	德乙	FSV法兰(-1)VS科布伦茨	0:1	1:1	2
2010/5/9	周日033	德乙	杜塞多夫VS罗斯托克	2:0	3:1	4
2010/5/9	周日032	德乙	科特布斯(-1)VS阿伦	1:0	4:1	5
2010/5/9	周日031	德乙	比勒费VS奥伯豪森	0:1	2:1	3
2010/5/9	周日030	德乙	亚琛VS杜伊斯堡	0:1	1:1	2
2010/5/9	周日029	德乙	慕1860VS柏林联合	1:0	2:0	2
2010/5/2	周日065	德乙	柏林联合VS比勒费	1:0	3:0	3
2010/5/2	周日064	德乙	科布伦茨VS凯泽	2:1	2:2	4
2010/5/2	周日063	德乙	罗斯托克VS科特布斯	0:0	0:0	0
2010/5/2	周日062	德乙	帕德博恩VS亚琛	0:1	2:1	3
2010/5/2	周日061	德乙	奥伯豪森VS杜塞多夫	0:1	0:1	1
2010/5/2	周日060	德乙	菲尔特VS圣保利	1:0	1:4	5
2010/5/2	周日059	德乙	杜伊斯堡VS卡斯鲁厄	0:0	0:1	1
2010/5/2	周日058	德乙	奥格斯堡VS慕1860	0:0	1:0	1
2010/5/2	周日057	德乙	阿伦VSFSV法兰	0:0	0:0	0
2010/4/27	周一004	德乙	科特布斯VS柏林联合	2:1	4:2	6
2010/4/25	周日016	德乙	FSV法兰VS奥格斯堡	0:0	1:1	2
2010/4/25	周日015	德乙	比勒费VS杜塞多夫	0:1	1:1	2
2010/4/25	周日014	德乙	慕1860VS奥伯豪森	2:2	2:2	4
2010/4/24	周六017	德乙	杜伊斯堡VS帕德博恩	0:1	2:3	5
2010/4/24	周六016	德乙	亚琛VS菲尔特	1:0	2:2	4
2010/4/24	周五003	德乙	圣保利VS科布伦茨	2:0	6:1	7
2010/4/24	周五002	德乙	卡斯鲁厄VS阿伦	1:0	1:0	1
2010/4/24	周五001	德乙	凯泽VS罗斯托克	0:1	0:1	1
2010/4/20	周一006	德乙	比勒费VS凯泽	1:0	1:2	3
2010/4/18	周日020	德乙	奥伯豪森VS科特布斯	1:1	4:1	5
2010/4/18	周日019	德乙	杜塞多夫VS慕1860	1:0	2:0	2
2010/4/18	周日018	德乙	阿伦VS亚琛	0:1	0:1	1
2010/4/17	周六012	德乙	柏林联合VS圣保利	1:1	2:1	3
2010/4/17	周六011	德乙	罗斯托克VSFSV法兰	1:0	1:2	3
2010/4/17	周五003	德乙	科布伦茨VS卡斯鲁厄	1:1	2:2	4
2010/4/17	周五002	德乙	菲尔特VS帕德博恩	1:1	1:1	2
2010/4/17	周五001	德乙	奥格斯堡VS杜伊斯堡	1:0	2:0	2
2010/4/13	周一005	德乙	圣保利VS奥格斯堡	0:0	3:0	3
2010/4/11	周日020	德乙	卡斯鲁厄VS罗斯托克	0:1	2:1	3
2010/4/11	周日019	德乙	FSV法兰VS奥伯豪森	0:0	1:0	1
2010/4/11	周日018	德乙	杜伊斯堡VS菲尔特	1:0	1:1	2
2010/4/10	周六013	德乙	凯泽VS柏林联合	0:0	1:1	2
2010/4/10	周六012	德乙	科特布斯VS杜塞多夫	0:0	4:2	6
2010/4/10	周五005	德乙	帕德博恩VS阿伦	1:0	2:0	2
2010/4/10	周五004	德乙	亚琛VS科布伦茨	1:0	1:1	2
2010/4/10	周五003	德乙	慕1860VS比勒费	1:1	3:1	4
2010/4/6	周一034	德乙	杜塞多夫VS圣保利	0:0	1:0	1
2010/4/4	周日021	德乙	科布伦茨VS帕德博恩	0:1	2:1	3
2010/4/4	周日020	德乙	罗斯托克VS亚琛	1:0	2:0	2
2010/4/4	周日019	德乙	奥伯豪森VS凯泽	0:1	2:1	3
2010/4/4	周日018	德乙	比勒费VSFSV法兰	0:0	2:1	3
2010/4/4	周日017	德乙	奥格斯堡VS菲尔特	0:1	1:1	2
2010/4/4	周日016	德乙	慕1860VS科特布斯	1:2	1:2	3
2010/4/3	周六014	德乙	柏林联合VS卡斯鲁厄	1:1	1:1	2
2010/4/3	周六013	德乙	阿伦VS杜伊斯堡	0:0	0:1	1
2010/3/30	周一005	德乙	凯泽VS慕1860	2:0	4:0	4
2010/3/28	周日020	德乙	圣保利VS罗斯托克	1:0	2:0	2
2010/3/28	周日019	德乙	菲尔特VS阿伦	2:0	3:1	4
2010/3/28	周日018	德乙	亚琛VS奥格斯堡	2:0	4:0	4
2010/3/27	周六013	德乙	卡斯鲁厄VS杜塞多夫	0:0	1:1	2
2010/3/27	周六012	德乙	科特布斯VS比勒费	2:1	4:1	5
2010/3/27	周五003	德乙	帕德博恩VS奥伯豪森	0:1	1:2	3
2010/3/27	周五002	德乙	FSV法兰VS柏林联合	1:1	2:1	3
2010/3/27	周五001	德乙	杜伊斯堡VS科布伦茨	1:0	4:1	5
2010/3/23	周一005	德乙	杜塞多夫VS凯泽	0:0	0:0	0
2010/3/21	周日017	德乙	柏林联合VS亚琛	0:0	0:0	0
2010/3/21	周日016	德乙	奥伯豪森VS卡斯鲁厄	0:0	1:0	1
2010/3/21	周日015	德乙	慕1860VSFSV法兰	1:0	2:1	3
2010/3/20	周六013	德乙	比勒费VS帕德博恩	1:0	3:0	3
2010/3/20	周六012	德乙	奥格斯堡(-1)VS阿伦	1:1	3:1	4
2010/3/20	周五005	德乙	科布伦茨VS菲尔特	1:0	2:0	2
2010/3/20	周五004	德乙	罗斯托克VS杜伊斯堡	1:0	3:1	4
2010/3/20	周五003	德乙	科特布斯VS圣保利	0:0	0:1	1
2010/3/16	周一005	德乙	杜伊斯堡VS慕1860	0:0	0:1	1
2010/3/14	周日018	德乙	圣保利(-1)VS奥伯豪森	2:2	5:3	8
2010/3/14	周日017	德乙	帕德博恩VS罗斯托克	1:2	2:2	4
2010/3/14	周日016	德乙	凯泽VS科特布斯	3:0	4:1	5
2010/3/13	周六014	德乙	卡斯鲁厄VS奥格斯堡	1:0	1:0	1
2010/3/13	周六013	德乙	FSV法兰VS杜塞多夫	1:0	2:0	2
2010/3/13	周五003	德乙	菲尔特VS柏林联合	0:0	0:0	0
2010/3/13	周五002	德乙	阿伦VS科布伦茨	0:1	0:2	2
2010/3/13	周五001	德乙	亚琛VS比勒费	2:1	2:1	3
2010/3/9	周一001	德乙	比勒费VS卡斯鲁厄	0:1	0:1	1
2010/3/7	周日018	德乙	柏林联合VS杜伊斯堡	0:0	0:1	1
2010/3/7	周日017	德乙	奥格斯堡VS帕德博恩	0:0	3:0	3
2010/3/7	周日016	德乙	慕1860VS圣保利	1:0	2:1	3
2010/3/6	周六015	德乙	凯泽(-1)VSFSV法兰	1:1	1:1	2
2010/3/6	周六014	德乙	科特布斯VS亚琛	2:0	3:1	4
2010/3/6	周五003	德乙	杜塞多夫VS菲尔特	0:0	0:0	0
2010/3/6	周五002	德乙	罗斯托克VS阿伦	0:1	0:1	1
2010/3/6	周五001	德乙	奥伯豪森VS科布伦茨	1:0	2:0	2
2010/3/2	周一001	德乙	亚琛VS杜塞多夫	0:1	0:1	1
2010/2/28	周日005	德乙	圣保利VS比勒费	0:1	0:1	1
2010/2/28	周日004	德乙	卡斯鲁厄VS凯泽	1:0	1:3	4
2010/2/28	周日003	德乙	阿伦VS柏林联合	1:1	3:2	5
2010/2/27	周六011	德乙	科布伦茨VS奥格斯堡	0:0	0:1	1
2010/2/27	周六010	德乙	菲尔特VS罗斯托克	1:0	1:0	1
2010/2/27	周五003	德乙	帕德博恩VS慕1860	1:0	3:1	4
2010/2/27	周五002	德乙	FSV法兰VS科特布斯	0:0	0:0	0
2010/2/27	周五001	德乙	杜伊斯堡VS奥伯豪森	2:2	2:2	4
2010/2/25	周三008	德乙	罗斯托克VS柏林联合	0:0	0:0	0
2010/2/23	周一001	德乙	凯泽VS圣保利	1:0	3:0	3
2010/2/21	周日006	德乙	奥伯豪森VS菲尔特	0:0	0:1	1
2010/2/21	周日005	德乙	FSV法兰VS卡斯鲁厄	1:1	2:1	3
2010/2/21	周日004	德乙	科特布斯VS帕德博恩	1:0	1:2	3
2010/2/20	周六003	德乙	罗斯托克VS奥格斯堡	0:1	0:1	1
2010/2/20	周六002	德乙	慕1860VS亚琛	1:1	3:2	5
2010/2/9	周一001	德乙	慕1860VS阿伦	0:1	0:1	1
2010/2/7	周日008	德乙	凯泽VS帕德博恩	0:0	3:0	3
2010/2/7	周日007	德乙	FSV法兰VS亚琛	0:0	1:1	2
2010/2/7	周日006	德乙	杜塞多夫VS杜伊斯堡	2:0	2:0	2
2010/2/6	周六006	德乙	柏林联合VS奥格斯堡	0:0	0:0	0
2010/2/6	周六005	德乙	科特布斯VS科布伦茨	0:1	1:1	2
2010/2/6	周五004	德乙	圣保利VS卡斯鲁厄	2:1	2:1	3
2010/2/6	周五003	德乙	奥伯豪森VS罗斯托克	0:1	2:1	3
2010/2/6	周五002	德乙	比勒费VS菲尔特	0:1	2:1	3
2010/2/2	周一001	德乙	亚琛VS凯泽	0:1	0:3	3
2010/1/31	周日005	德乙	帕德博恩VSFSV法兰	0:1	0:2	2
2010/1/31	周日003	德乙	阿伦VS奥伯豪森	1:0	1:0	1
2010/1/30	周六004	德乙	奥格斯堡VS比勒费	1:0	3:1	4
2010/1/30	周五004	德乙	科布伦茨VS杜塞多夫	0:0	1:0	1
2010/1/30	周五003	德乙	菲尔特VS科特布斯	0:0	1:0	1
2010/1/30	周五002	德乙	杜伊斯堡VS圣保利	0:2	0:2	2
2010/1/26	周一002	德乙	科特布斯VS杜伊斯堡	0:0	0:1	1
2010/1/24	周日005	德乙	奥伯豪森VS奥格斯堡	0:3	0:3	3
2010/1/24	周日004	德乙	卡斯鲁厄VS帕德博恩	0:2	1:2	3
2010/1/24	周日003	德乙	比勒费(-1)VS科布伦茨	2:0	4:2	6
2010/1/23	周六004	德乙	圣保利VS亚琛	1:0	1:0	1
2010/1/23	周六003	德乙	凯泽(-1)VS阿伦	0:0	0:0	0
2010/1/23	周五005	德乙	FSV法兰VS菲尔特	0:2	0:5	5
2010/1/23	周五004	德乙	杜塞多夫VS柏林联合	0:0	1:0	1
2010/1/23	周五003	德乙	慕1860VS罗斯托克	1:0	3:0	3
2010/1/19	周一003	德乙	罗斯托克VS比勒费	0:0	1:1	2
2010/1/17	周日006	德乙	科布伦茨VS慕1860	1:1	2:2	4
2010/1/17	周日005	德乙	杜伊斯堡VSFSV法兰	2:0	5:0	5
2010/1/17	周日004	德乙	奥格斯堡VS科特布斯	2:0	3:1	4
2010/1/16	周六004	德乙	菲尔特VS凯泽	2:0	3:0	3
2010/1/16	周六003	德乙	阿伦VS圣保利	0:0	0:2	2
2010/1/16	周五005	德乙	柏林联合VS奥伯豪森	0:0	1:0	1
2010/1/16	周五004	德乙	帕德博恩VS杜塞多夫	1:0	1:1	2
2010/1/16	周五003	德乙	亚琛VS卡斯鲁厄	1:0	3:1	4
2009/12/22	周一002	德乙	奥格斯堡VS凯泽	2:0	4:1	5
2009/12/20	周日007	德乙	柏林联合VS慕1860	1:1	1:1	2
2009/12/20	周日006	德乙	帕德博恩VS圣保利	0:0	2:1	3
2009/12/20	周日005	德乙	奥伯豪森VS比勒费	0:0	0:0	0
2009/12/19	周六004	德乙	罗斯托克VS杜塞多夫	1:0	2:1	3
2009/12/19	周六003	德乙	菲尔特VS卡斯鲁厄	0:2	1:4	5
2009/12/19	周五004	德乙	科布伦茨VSFSV法兰	0:1	0:1	1
2009/12/19	周五003	德乙	杜伊斯堡VS亚琛	0:1	0:2	2
2009/12/19	周五002	德乙	阿伦VS科特布斯	0:2	0:4	4
2009/12/15	周一001	德乙	科特布斯VS罗斯托克	0:0	0:0	0
2009/12/13	周日005	德乙	圣保利(-1)VS菲尔特	1:0	2:2	4
2009/12/13	周日004	德乙	杜塞多夫(-1)VS奥伯豪森	2:0	2:0	2
2009/12/13	周日003	德乙	比勒费(-1)VS柏林联合	0:0	1:1	2
2009/12/12	周六008	德乙	FSV法兰VS阿伦	0:0	0:0	0
2009/12/12	周六007	德乙	慕1860VS奥格斯堡	1:0	1:0	1
2009/12/12	周五005	德乙	卡斯鲁厄VS杜伊斯堡	0:1	0:1	1
2009/12/12	周五004	德乙	凯泽(-1)VS科布伦茨	1:0	3:0	3
2009/12/12	周五003	德乙	亚琛VS帕德博恩	1:0	1:1	2
2009/12/8	周一001	德乙	菲尔特VS亚琛	0:1	0:2	2
2009/12/6	周日006	德乙	帕德博恩VS杜伊斯堡	1:1	1:3	4
2009/12/6	周日005	德乙	奥伯豪森VS慕1860	0:0	0:1	1
2009/12/6	周日004	德乙	阿伦VS卡斯鲁厄	0:2	1:3	4
2009/12/5	周六022	德乙	科布伦茨VS圣保利	0:2	1:5	6
2009/12/5	周六021	德乙	罗斯托克VS凯泽	0:0	0:1	1
2009/12/5	周五005	德乙	柏林联合VS科特布斯	1:0	1:1	2
2009/12/5	周五004	德乙	杜塞多夫VS比勒费	2:0	3:2	5
2009/12/5	周五003	德乙	奥格斯堡(-1)VSFSV法兰	2:0	2:0	2
2009/12/1	周一001	德乙	凯泽VS比勒费	0:0	1:0	1
2009/11/29	周日018	德乙	圣保利VS柏林联合	3:0	3:0	3
2009/11/29	周日017	德乙	科特布斯VS奥伯豪森	1:0	3:0	3
2009/11/29	周日016	德乙	慕1860VS杜塞多夫	1:0	2:2	4
2009/11/28	周六013	德乙	帕德博恩VS菲尔特	1:0	1:0	1
2009/11/28	周六012	德乙	杜伊斯堡VS奥格斯堡	0:1	2:2	4
2009/11/28	周五004	德乙	卡斯鲁厄(-1)VS科布伦茨	0:0	2:1	3
2009/11/28	周五003	德乙	FSV法兰VS罗斯托克	0:1	0:1	1
2009/11/28	周五002	德乙	亚琛(-1)VS阿伦	0:2	0:2	2
2009/11/24	周一001	德乙	柏林联合VS凯泽	0:1	0:2	2
2009/11/22	周日018	德乙	科布伦茨VS亚琛	0:0	1:0	1
2009/11/22	周日017	德乙	菲尔特VS杜伊斯堡	0:0	0:1	1
2009/11/22	周日016	德乙	奥格斯堡VS圣保利	0:1	3:2	5
2009/11/21	周六014	德乙	罗斯托克VS卡斯鲁厄	1:0	2:1	3
2009/11/21	周六013	德乙	奥伯豪森(-1)VSFSV法兰	0:2	1:3	4
2009/11/21	周五004	德乙	比勒费(-1)VS慕1860	0:0	0:1	1
2009/11/21	周五003	德乙	杜塞多夫VS科特布斯	0:0	2:1	3
2009/11/21	周五002	德乙	阿伦VS帕德博恩	0:0	0:0	0
2009/11/10	周一001	德乙	亚琛VS罗斯托克	1:0	1:0	1
2009/11/8	周日026	德乙	卡斯鲁厄VS柏林联合	3:0	3:2	5
2009/11/8	周日025	德乙	杜伊斯堡(-1)VS阿伦	2:0	2:2	4
2009/11/8	周日024	德乙	科特布斯VS慕1860	0:0	1:0	1
2009/11/7	周六005	德乙	菲尔特VS奥格斯堡	1:2	4:5	9
2009/11/7	周六004	德乙	FSV法兰VS比勒费	0:0	0:0	0
2009/11/7	周五005	德乙	圣保利VS杜塞多夫	1:1	2:1	3
2009/11/7	周五004	德乙	帕德博恩VS科布伦茨	2:1	2:1	3
2009/11/7	周五003	德乙	凯泽(-1)VS奥伯豪森	2:0	3:1	4
2009/11/3	周一001	德乙	罗斯托克VS圣保利	0:0	0:2	2
2009/11/1	周日014	德乙	科布伦茨VS杜伊斯堡	0:3	0:3	3
2009/11/1	周日013	德乙	奥格斯堡VS亚琛	0:0	0:1	1
2009/11/1	周日012	德乙	慕1860VS凯泽	0:1	0:1	1
2009/10/31	周六012	德乙	比勒费(-1)VS科特布斯	1:0	2:0	2
2009/10/31	周六011	德乙	阿伦VS菲尔特	0:0	0:1	1
2009/10/31	周五004	德乙	柏林联合(-1)VSFSV法兰	1:0	1:0	1
2009/10/31	周五003	德乙	奥伯豪森VS帕德博恩	1:2	3:2	5
2009/10/31	周五002	德乙	杜塞多夫VS卡斯鲁厄	1:0	1:0	1
2009/10/27	周一002	德乙	帕德博恩VS比勒费	0:1	0:2	2
2009/10/25	周日022	德乙	圣保利(-1)VS科特布斯	0:0	1:1	2
2009/10/25	周日021	德乙	卡斯鲁厄(-1)VS奥伯豪森	0:0	1:1	2
2009/10/25	周日020	德乙	亚琛VS柏林联合	0:2	1:4	5
2009/10/24	周六014	德乙	FSV法兰VS慕1860	1:0	3:2	5
2009/10/24	周六013	德乙	杜伊斯堡VS罗斯托克	3:0	3:1	4
2009/10/24	周五006	德乙	凯泽(-1)VS杜塞多夫	0:2	0:2	2
2009/10/24	周五005	德乙	菲尔特(-1)VS科布伦茨	1:2	1:2	3
2009/10/24	周五004	德乙	阿伦VS奥格斯堡	0:1	1:3	4
2009/10/20	周一005	德乙	柏林联合VS菲尔特	0:2	1:2	3
2009/10/18	周日018	德乙	科布伦茨VS阿伦	1:0	1:1	2
2009/10/18	周日017	德乙	杜塞多夫(-1)VSFSV法兰	0:1	4:1	5
2009/10/18	周日016	德乙	奥格斯堡VS卡斯鲁厄	1:1	1:1	2
2009/10/17	周六018	德乙	罗斯托克VS帕德博恩	0:1	1:2	3
2009/10/17	周六017	德乙	慕1860VS杜伊斯堡	1:0	3:1	4
2009/10/17	周五006	德乙	科特布斯VS凯泽	1:1	1:2	3
2009/10/17	周五004	德乙	奥伯豪森VS圣保利	1:0	1:3	4
2009/10/17	周五003	德乙	比勒费VS亚琛	1:0	1:0	1
2009/10/6	周一006	德乙	卡斯鲁厄VS比勒费	0:1	0:1	1
2009/10/4	周日017	德乙	圣保利VS慕1860	1:0	3:1	4
2009/10/4	周日016	德乙	FSV法兰VS凯泽	1:1	1:1	2
2009/10/4	周日015	德乙	阿伦VS罗斯托克	0:0	0:2	2
2009/10/3	周六016	德乙	帕德博恩VS奥格斯堡	2:1	2:2	4
2009/10/3	周六015	德乙	菲尔特VS杜塞多夫	0:1	2:1	3
2009/10/3	周五006	德乙	科布伦茨VS奥伯豪森	0:0	0:1	1
2009/10/3	周五005	德乙	杜伊斯堡VS柏林联合	1:0	3:1	4
2009/10/3	周五004	德乙	亚琛VS科特布斯	1:0	1:1	2
2009/9/29	周一006	德乙	杜塞多夫VS亚琛	0:0	0:0	0
2009/9/27	周日020	德乙	罗斯托克VS菲尔特	1:0	4:0	4
2009/9/27	周日019	德乙	奥格斯堡VS科布伦茨	0:1	1:1	2
2009/9/27	周日018	德乙	慕1860VS帕德博恩	0:0	0:0	0
2009/9/26	周六016	德乙	凯泽VS卡斯鲁厄	1:0	2:0	2
2009/9/26	周六015	德乙	比勒费VS圣保利	1:0	1:0	1
2009/9/26	周五004	德乙	柏林联合VS阿伦	2:1	2:1	3
2009/9/26	周五003	德乙	奥伯豪森VS杜伊斯堡	1:0	1:0	1
2009/9/26	周五002	德乙	科特布斯VSFSV法兰	2:0	3:0	3
2009/9/20	周日020	德乙	圣保利VS凯泽	0:1	1:2	3
2009/9/20	周日019	德乙	奥格斯堡VS罗斯托克	2:1	5:2	7
2009/9/20	周日018	德乙	亚琛VS慕1860	1:0	2:0	2
2009/9/19	周六015	德乙	菲尔特VS奥伯豪森	1:0	4:0	4
2009/9/19	周六014	德乙	阿伦VS杜塞多夫	1:2	1:4	5
2009/9/19	周五005	德乙	科布伦茨VS柏林联合	1:0	1:1	2
2009/9/19	周五004	德乙	帕德博恩VS科特布斯	3:1	5:1	6
2009/9/19	周五003	德乙	卡斯鲁厄VSFSV法兰	0:0	2:0	2
2009/9/19	周五002	德乙	杜伊斯堡VS比勒费	0:1	0:3	3
2009/9/15	周一004	德乙	科特布斯VS卡斯鲁厄	2:1	2:4	6
2009/9/13	周日019	德乙	柏林联合VS帕德博恩	3:2	5:4	9
2009/9/13	周日018	德乙	奥伯豪森VS亚琛	0:0	1:0	1
2009/9/13	周日017	德乙	FSV法兰VS圣保利	2:1	2:3	5
2009/9/12	周六018	德乙	罗斯托克VS科布伦茨	2:1	2:1	3
2009/9/12	周六017	德乙	慕1860VS菲尔特	0:0	3:1	4
2009/9/12	周五004	德乙	凯泽VS杜伊斯堡	1:0	4:1	5
2009/9/12	周五003	德乙	杜塞多夫VS奥格斯堡	0:1	1:1	2
2009/9/12	周五002	德乙	比勒费VS阿伦	0:0	2:0	2
2009/9/1	周一008	德乙	杜伊斯堡VS杜塞多夫	1:0	3:0	3
2009/8/30	周日018	德乙	帕德博恩VS凯泽	0:0	0:0	0
2009/8/30	周日017	德乙	奥格斯堡VS柏林联合	0:0	1:1	2
2009/8/30	周日016	德乙	亚琛VSFSV法兰	2:0	3:0	3
